Date,Assessment,Route,Vessel_Type,Rate_USD_per_day
2025-08-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39100.0
2025-08-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,36300.0
2025-08-31,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,33100.0
2025-09-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,56500.0
2025-09-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,51100.0
2025-09-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,46600.0
2025-09-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,49500.0
2025-09-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,40200.0
2025-09-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,65700.0
2025-09-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,50000.0
2025-09-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,50400.0
2025-09-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,55300.0
2025-09-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,54100.0
2025-09-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,52900.0
2025-09-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,46300.0
2025-09-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,55700.0
2025-09-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,66100.0
2025-09-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,63000.0
2025-09-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,65300.0
2025-09-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,51100.0
2025-09-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,48300.0
2025-09-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,55000.0
2025-09-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,56800.0
2025-09-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,64700.0
2025-09-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,45800.0
2025-09-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,68900.0
2025-09-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,57700.0
2025-09-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,56400.0
2025-09-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,52900.0
2025-09-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,49000.0
2025-09-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,67000.0
2025-09-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,62300.0
2025-09-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,53400.0
2025-10-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,54000.0
2025-10-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,61300.0
2025-10-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,75900.0
2025-10-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,63000.0
2025-10-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,55000.0
2025-10-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,64400.0
2025-10-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,64800.0
2025-10-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,48400.0
2025-10-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,67600.0
2025-10-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,66900.0
2025-10-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,74000.0
2025-10-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,82700.0
2025-10-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,78300.0
2025-10-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,69100.0
2025-10-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,63800.0
2025-10-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90200.0
2025-10-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,73200.0
2025-10-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,73500.0
2025-10-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,73800.0
2025-10-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,76000.0
2025-10-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,74200.0
2025-10-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,71800.0
2025-10-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,72600.0
2025-10-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,76700.0
2025-10-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,73800.0
2025-10-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,73200.0
2025-10-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,79500.0
2025-10-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,77500.0
2025-10-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90400.0
2025-10-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,61900.0
2025-10-31,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,88600.0
2025-11-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90300.0
2025-11-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,67600.0
2025-11-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,80300.0
2025-11-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,80600.0
2025-11-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,73900.0
2025-11-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,78900.0
2025-11-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,77100.0
2025-11-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,97600.0
2025-11-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,92400.0
2025-11-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,95300.0
2025-11-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,92000.0
2025-11-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,79500.0
2025-11-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,84200.0
2025-11-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,91800.0
2025-11-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,80300.0
2025-11-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94400.0
2025-11-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,88200.0
2025-11-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,87700.0
2025-11-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,95700.0
2025-11-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94300.0
2025-11-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,89100.0
2025-11-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,100200.0
2025-11-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,85000.0
2025-11-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,97300.0
2025-11-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,97500.0
2025-11-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,91600.0
2025-11-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,96400.0
2025-11-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,85800.0
2025-11-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,101400.0
2025-11-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94000.0
2025-12-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,92000.0
2025-12-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,103400.0
2025-12-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,91500.0
2025-12-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,86900.0
2025-12-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,86200.0
2025-12-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,101600.0
2025-12-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,88700.0
2025-12-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,110300.0
2025-12-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,83700.0
2025-12-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,110500.0
2025-12-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,100300.0
2025-12-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,98500.0
2025-12-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,95600.0
2025-12-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,102400.0
2025-12-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,99600.0
2025-12-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,107800.0
2025-12-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,101100.0
2025-12-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,101600.0
2025-12-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,98200.0
2025-12-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,100500.0
2025-12-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,103300.0
2025-12-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,89300.0
2025-12-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,92000.0
2025-12-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,106800.0
2025-12-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,102900.0
2025-12-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,100600.0
2025-12-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,102100.0
2025-12-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,104500.0
2025-12-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,98400.0
2025-12-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,96900.0
2025-12-31,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,103800.0
2026-01-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,95600.0
2026-01-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,105400.0
2026-01-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90600.0
2026-01-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,109800.0
2026-01-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,105900.0
2026-01-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,104400.0
2026-01-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,109500.0
2026-01-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,114300.0
2026-01-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,109700.0
2026-01-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,89700.0
2026-01-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93600.0
2026-01-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,98200.0
2026-01-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,102700.0
2026-01-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,106000.0
2026-01-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,97300.0
2026-01-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,103600.0
2026-01-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,96900.0
2026-01-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,97800.0
2026-01-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,92100.0
2026-01-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,95400.0
2026-01-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,92200.0
2026-01-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94700.0
2026-01-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,108800.0
2026-01-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94600.0
2026-01-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,119500.0
2026-01-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,104300.0
2026-01-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,102000.0
2026-01-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94400.0
2026-01-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,105100.0
2026-01-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,96000.0
2026-01-31,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,100600.0
2026-02-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,117500.0
2026-02-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,98600.0
2026-02-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,107100.0
2026-02-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93800.0
2026-02-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,98200.0
2026-02-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,110600.0
2026-02-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93500.0
2026-02-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,110300.0
2026-02-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,102200.0
2026-02-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93000.0
2026-02-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,101000.0
2026-02-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,103100.0
2026-02-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,100300.0
2026-02-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,84600.0
2026-02-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90100.0
2026-02-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93100.0
2026-02-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93900.0
2026-02-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,98400.0
2026-02-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94900.0
2026-02-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,83900.0
2026-02-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,95500.0
2026-02-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,96700.0
2026-02-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,95900.0
2026-02-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,99100.0
2026-02-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,96900.0
2026-02-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93900.0
2026-02-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,89700.0
2026-02-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,78100.0
2026-03-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,92300.0
2026-03-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90200.0
2026-03-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90200.0
2026-03-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,78900.0
2026-03-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,79800.0
2026-03-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94200.0
2026-03-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,86100.0
2026-03-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90600.0
2026-03-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,85500.0
2026-03-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,85000.0
2026-03-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90800.0
2026-03-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,80100.0
2026-03-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,83900.0
2026-03-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,79400.0
2026-03-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,79100.0
2026-03-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,79400.0
2026-03-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,82600.0
2026-03-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,77100.0
2026-03-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,88700.0
2026-03-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,73100.0
2026-03-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,77500.0
2026-03-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,75200.0
2026-03-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,87800.0
2026-03-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,78500.0
2026-03-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,83700.0
2026-03-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,65500.0
2026-03-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,77200.0
2026-03-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,81000.0
2026-03-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,74800.0
2026-03-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,81100.0
2026-03-31,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,69400.0
2026-04-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,82300.0
2026-04-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,87900.0
2026-04-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,68700.0
2026-04-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,67600.0
2026-04-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,80300.0
2026-04-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,80500.0
2026-04-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,65200.0
2026-04-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,65400.0
2026-04-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,65700.0
2026-04-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,57700.0
2026-04-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,60100.0
2026-04-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,58900.0
2026-04-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,60000.0
2026-04-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,64500.0
2026-04-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,65800.0
2026-04-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,74400.0
2026-04-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,56000.0
2026-04-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,69300.0
2026-04-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,60300.0
2026-04-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,60900.0
2026-04-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,65400.0
2026-04-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,52200.0
2026-04-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,62200.0
2026-04-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,60100.0
2026-04-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,61800.0
2026-04-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,59900.0
2026-04-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,74500.0
2026-04-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,52300.0
2026-04-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,52400.0
2026-04-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,51300.0
2026-05-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,51200.0
2026-05-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,50100.0
2026-05-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,62300.0
2026-05-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,63400.0
2026-05-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,48900.0
2026-05-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,46600.0
2026-05-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,55200.0
2026-05-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,47500.0
2026-05-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,55300.0
2026-05-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,51800.0
2026-05-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39300.0
2026-05-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,60200.0
2026-05-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,61500.0
2026-05-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,44100.0
2026-05-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,45200.0
2026-05-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,49500.0
2026-05-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,49300.0
2026-05-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,51200.0
2026-05-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,60200.0
2026-05-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,44400.0
2026-05-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39600.0
2026-05-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,35100.0
2026-05-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39300.0
2026-05-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,43700.0
2026-05-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,56100.0
2026-05-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39500.0
2026-05-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,44300.0
2026-05-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,42300.0
2026-05-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,50300.0
2026-05-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,59300.0
2026-05-31,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37600.0
2026-06-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37500.0
2026-06-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,47900.0
2026-06-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,45000.0
2026-06-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,52900.0
2026-06-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,43700.0
2026-06-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,36800.0
2026-06-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,43200.0
2026-06-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,46500.0
2026-06-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,44200.0
2026-06-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,41700.0
2026-06-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,45400.0
2026-06-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,45900.0
2026-06-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,47100.0
2026-06-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,41700.0
2026-06-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,35800.0
2026-06-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37800.0
2026-06-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,45000.0
2026-06-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,30600.0
2026-06-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,38700.0
2026-06-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,33200.0
2026-06-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,36000.0
2026-06-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,44600.0
2026-06-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,36900.0
2026-06-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,35700.0
2026-06-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,25700.0
2026-06-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,40400.0
2026-06-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39600.0
